Drug_ID,Drug,Y,mol,mol_wt,logp,hba,hbd,tpsa,num_rot_bonds,num_het_atoms,num_heavy_atoms,num_rings,fsp3
CHEMBL285347,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71DB70>,350.4,-1.895,7,1,102.37,4,9,24,4,0.6
CHEMBL27193,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,3.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71DBD0>,328.412,2.1354,4,4,95.58,8,5,24,2,0.315789474
CHEMBL210952,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71DC90>,318.501,4.5952,2,1,37.3,1,2,23,4,0.952380952
CHEMBL681,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,3.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71DD50>,244.294,2.6691,4,0,44.12,4,4,18,2,0.285714286
CHEMBL650,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,2.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71DDB0>,374.477,1.8036,5,3,94.83,2,5,27,4,0.727272727
CHEMBL133266,CC(C)(C)[C@]1(O)CC2OC(=O)CC23C(=O)OC2OC(=O)[C@H](O)C231,3.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71DE70>,326.301,-0.7438,8,2,119.36,0,8,23,4,0.8
CHEMBL22242,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,5.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71DF30>,371.275,2.6804,4,1,50.8,6,6,22,2,0.5625
CHEMBL1237044,COc1cccc(C2(O)CCCCC2CN(C)C)c1,5.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71DF90>,263.381,2.6346,3,1,32.7,4,3,19,2,0.625
CHEMBL911,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,1.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E030>,307.397,3.24884,3,0,37.61,3,4,23,3,0.263157895
CHEMBL70,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E0F0>,285.343,1.1981,4,2,52.93,0,4,21,5,0.529411765
CHEMBL47072,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,2.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E150>,247.338,2.3347,3,1,40.54,3,3,18,2,0.533333333
CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,2.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E1B0>,239.315,1.306,4,4,72.72,4,4,17,1,0.538461538
CHEMBL107,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,58,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E210>,399.443,2.8716,6,1,83.09,5,7,29,3,0.363636364
CHEMBL302795,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,67,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E270>,337.382,1.6425,6,2,99.6,2,9,22,3,0.076923077
CHEMBL485,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E2D0>,299.37,1.5011,4,1,41.93,1,4,22,5,0.555555556
CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E330>,267.245,-0.19628,6,2,133.08,3,9,19,2,0.6
CHEMBL389621,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E390>,362.466,1.7816,5,3,94.83,2,5,26,4,0.80952381
CHEMBL188185,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E3F0>,373.457,2.068,7,1,93.81,5,8,27,3,0.526315789
CHEMBL607,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,7.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E450>,247.338,2.2131,3,0,29.54,3,3,18,2,0.533333333
CHEMBL853,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,1.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E4B0>,211.221,-0.5046,6,2,90.37,2,6,15,2,0.555555556
CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,0.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E510>,211.224,1.617,3,1,69.54,1,4,16,2,0.083333333
CHEMBL306713,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCOC(N)=O)S[C@H]12,0.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E570>,334.375,-0.0193,7,3,130.16,6,10,21,2,0.545454545
CHEMBL279516,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,4.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E630>,347.462,3.6048,2,2,48.13,5,4,26,4,0.318181818
CHEMBL709,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,4.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E690>,389.456,1.3507,8,2,111.83,8,9,28,3,0.526315789
CHEMBL567,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,9.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E6F0>,403.979,3.9427,5,1,29.95,6,6,27,4,0.428571429
CHEMBL564,CN(C)CCCN1c2ccccc2Sc2ccccc21,7.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E750>,284.428,4.241,3,0,6.48,4,3,20,3,0.294117647
CHEMBL1220,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,13,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E870>,247.276,0.53442,6,0,95.1,5,8,16,1,0.625
CHEMBL576127,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,14,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E8D0>,260.337,1.8035,3,1,41.57,3,4,19,3,0.533333333
CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,18,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E930>,351.409,1.95092,6,2,99.6,2,9,23,3,0.142857143
CHEMBL277062,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,21,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E990>,316.158,2.6336,3,1,54.35,1,5,19,3,0.071428571
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,22,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71E9F0>,493.615,4.59032,7,2,86.28,7,8,37,5,0.24137931
CHEMBL644,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,23,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71EA50>,294.442,4.121,2,0,6.48,4,2,22,3,0.4
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,26,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71EAB0>,314.86,4.5284,2,0,6.48,4,3,22,3,0.368421053
CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,26,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71EB10>,358.85,4.17592,4,0,59.92,3,6,24,3,0.111111111
CHEMBL282686,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,45,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71EB70>,408.472,2.6787,6,1,99.13,11,8,28,2,0.35
CHEMBL363295,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,56,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71EC90>,281.443,4.9852,1,1,12.03,5,1,21,2,0.4
CHEMBL2092739,CCC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,5.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71ECF0>,326.44,3.3972,4,1,45.59,4,4,24,5,0.55
CHEMBL222645,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,1.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71ED50>,453.879,2.68782,6,2,112.74,4,11,30,4,0.368421053
CHEMBL1477,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,1.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71EDB0>,459.558,4.8807,5,3,99.88,11,7,33,2,0.461538462
CHEMBL152067,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,11,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71EE70>,363.502,3.2686,4,4,82.62,7,6,26,2,0.65
CHEMBL661,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,12,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71EED0>,308.772,3.58012,4,0,43.07,1,5,22,4,0.117647059
CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,12,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71EF30>,395.434,2.4238,5,1,75.17,5,7,29,4,0.318181818
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,0.68,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71EF90>,267.328,2.8499,3,2,43.7,0,3,20,4,0.294117647
CHEMBL29,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F030>,334.397,0.8608,4,2,86.71,4,7,23,3,0.4375
CHEMBL389847,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3C[C@@H](C(=O)N4CC[C@H](NC(=O)CNC(=N)N)C4)N(C)C3)[C@H](C)[C@H]12,1.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F090>,537.643,-1.85383,8,6,192.39,8,14,37,4,0.695652174
CHEMBL24646,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,1.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F150>,334.379,3.0986,4,2,79.37,3,6,25,4,0.210526316
CHEMBL1727,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.57,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F1B0>,347.396,0.4449,5,3,112.73,4,8,24,3,0.3125
CHEMBL494,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,0.57,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F210>,360.494,3.5413,3,3,77.76,8,4,26,2,0.681818182
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.95,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F270>,299.352,-0.17603,5,4,113.72,7,8,20,2,0.583333333
CHEMBL221886,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,2.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F2D0>,447.533,-3.8515,12,8,213.72,6,12,31,3,0.894736842
CHEMBL152,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,2.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F330>,279.189,-1.6618,7,4,147.9,6,10,18,1,0.5
CHEMBL1201046,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F450>,519.565,-0.7102,11,4,193.63,10,15,35,4,0.35
CHEMBL708,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,3.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F510>,412.946,3.809,5,1,48.47,4,7,28,5,0.333333333
CHEMBL273575,CN1Cc2c(N)cccc2C(c2ccccc2)C1,6.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F570>,238.334,2.8461,2,1,29.26,1,2,18,3,0.25
CHEMBL1278,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,6.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F5D0>,335.473,2.0688,3,2,65.2,5,6,23,3,0.529411765
CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,6.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F630>,324.424,3.1732,4,1,45.59,4,4,24,5,0.45
CHEMBL274070,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F690>,363.373,1.6618,7,2,107.44,1,7,27,5,0.25
CHEMBL428,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,11,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F810>,416.359,1.8945,6,2,101.45,3,10,30,5,0.25
CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,2.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F870>,248.326,1.9056,3,3,57.28,6,4,18,2,0.428571429
CHEMBL451,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,8.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F8D0>,299.761,2.9507,3,1,50.46,1,5,21,3,0.125
CHEMBL443,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,9.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F930>,253.283,1.36602,5,2,98.22,3,7,17,2,0.1
CHEMBL645,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,10,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F990>,325.449,2.3659,5,2,59.95,12,5,23,1,0.666666667
CHEMBL1213583,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,10,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71F9F0>,310.437,3.6586,2,1,37.3,1,2,23,4,0.666666667
CHEMBL279229,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,3.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71FA50>,387.484,0.7168,8,1,71.74,7,8,28,3,0.5
CHEMBL1185,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,3.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71FAB0>,287.363,1.9229,3,2,57.36,5,5,21,3,0.4375
CHEMBL1359,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,3.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71FB10>,475.523,0.9407,7,5,156.27,7,11,33,4,0.454545455
CHEMBL43,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,4.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71FB70>,393.468,4.5117,5,2,80.32,5,7,28,4,0.095238095
CHEMBL131,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,3.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71FC90>,360.45,1.5576,5,3,94.83,2,5,26,4,0.714285714
CHEMBL956,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,2.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71FCF0>,260.314,3.1672,3,1,54.37,4,4,18,2,0.142857143
CHEMBL1069,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,9.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71FD50>,435.528,4.1617,5,2,112.07,10,8,32,3,0.375
CHEMBL315838,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,2.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71FDB0>,352.478,4.3644,3,1,41.57,6,4,26,3,0.409090909
CHEMBL1648,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,3.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71FE10>,371.393,2.5822,8,1,103.55,4,8,27,3,0.368421053
CHEMBL23,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,5.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71FED0>,414.527,3.3685,6,0,59.08,6,7,29,3,0.363636364
CHEMBL483,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,5.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71FF30>,287.216,-0.0512,7,3,136.38,5,10,19,2,0.444444444
CHEMBL2,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B71FF90>,383.408,1.7846,8,1,106.95,4,9,28,4,0.315789474
CHEMBL1491,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,34,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720030>,408.882,2.2663,7,2,99.88,8,8,28,2,0.4
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,3.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7200F0>,392.467,1.8957,5,3,94.83,2,6,28,4,0.727272727
CHEMBL1187846,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@H]12,4.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720150>,303.358,0.9181,5,1,62.3,4,5,22,4,0.588235294
CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,4.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7202D0>,328.412,2.1354,4,4,95.58,8,5,24,2,0.315789474
CHEMBL528,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,1.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720390>,383.411,-0.5558,9,3,147.21,5,12,25,3,0.307692308
CHEMBL768,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,0.15,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7203F0>,295.379,1.5299,5,2,67.79,9,5,21,1,0.5625
CHEMBL629,CN(C)CCC=C1c2ccccc2CCc2ccccc21,17,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7204B0>,277.411,4.1686,1,0,3.24,3,1,21,3,0.3
CHEMBL325041,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,18,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720510>,384.245,0.3606,6,4,124.44,9,9,28,2,0.368421053
CHEMBL1279,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,24,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720570>,243.31,1.3435,2,3,70.91,2,4,18,3,0.357142857
CHEMBL361497,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,0.22,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7205D0>,384.425,2.6024,7,1,100.52,4,8,27,5,0.894736842
CHEMBL1201368,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,29,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720750>,340.42,1.4621,4,3,106.94,7,7,24,2,0.823529412
CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,30,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7207B0>,263.384,3.8264,1,1,12.03,3,1,20,3,0.263157895
CHEMBL997,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,14,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720870>,319.231,0.5,4,5,138.53,9,10,19,0,1
CHEMBL658,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,14,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7208D0>,386.561,4.2148,4,0,32.78,8,5,27,3,0.5
CHEMBL1628227,CN(C)CCC=C1c2ccccc2COc2ccccc21,15,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720930>,279.383,3.9624,2,0,12.47,3,2,21,3,0.263157895
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,45,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7209F0>,285.31,2.65916,5,0,78.29,3,5,22,3,0.058823529
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,45,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720A50>,244.207,-3.0115,8,4,143.72,3,9,17,2,0.625
CHEMBL498,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,46,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720AB0>,276.745,1.7379,3,2,75.27,4,7,17,1,0.3
CHEMBL1535,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,850,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720B70>,335.879,3.783,4,2,48.39,9,5,23,2,0.5
CHEMBL1540,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,2.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720BD0>,253.262,-0.895,8,4,130.31,5,8,18,2,0.5
CHEMBL1763,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,5.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720CF0>,331.297,0.0141,5,3,118.36,1,12,20,2,0.25
CHEMBL278255,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,5.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720D50>,365.792,2.3645,5,2,88.56,3,8,25,4,0.411764706
CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,6.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720DB0>,266.341,0.4521,4,3,84.58,8,5,19,1,0.5
CHEMBL153774,CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13,45,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720E10>,394.479,1.1981,8,3,95.31,9,8,29,4,0.380952381
CHEMBL6622,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],1.69,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720E70>,236.136,-1.0622,8,0,123.2,4,10,16,2,1
CHEMBL30,CN/C(=N/CCSCc1nc[nH]c1C)NC#N,2.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B720ED0>,252.347,0.5974,4,3,88.89,5,7,17,1,0.5
CHEMBL126,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,4.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721030>,337.351,1.1236,5,1,71.11,4,8,24,3,0.5
CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,4.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721090>,323.132,0.909,5,3,112.7,6,9,20,1,0.363636364
CHEMBL32479,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,4.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721150>,393.697,4.40412,5,0,43.07,1,7,22,4,0.133333333
CHEMBL22097,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,4.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7211B0>,335.19,3.1256,3,1,52.9,1,6,22,3,0.125
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,5.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721210>,255.361,3.72462,2,1,21.26,6,2,19,2,0.294117647
CHEMBL1110,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,1.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721270>,294.358,2.40832,3,1,53.92,2,5,22,4,0.294117647
CHEMBL324090,COc1cc2c(cc1OC)CN(c1cc(N)c3cc(OC)c(OC)cc3n1)CC2,5.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7212D0>,395.459,3.4141,7,1,79.07,5,7,29,4,0.318181818
CHEMBL832,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,6.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721390>,404.491,3.7955,3,0,63.68,6,6,29,4,0.130434783
CHEMBL1231,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,7.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7213F0>,357.494,3.3429,4,1,49.77,7,4,26,2,0.590909091
CHEMBL87045,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,7.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721450>,262.356,2.9943,2,1,24.39,3,2,20,4,0.277777778
CHEMBL134,Clc1cccc(Cl)c1N=C1NCCN1,7.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7214B0>,230.098,2.1737,1,2,36.42,1,5,14,2,0.222222222
CHEMBL1005,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,0.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721510>,376.453,2.0003,6,0,76.15,7,7,27,2,0.55
