Drug_ID,Drug,Y,mol,mol_wt,logp,hba,hbd,tpsa,num_rot_bonds,num_het_atoms,num_heavy_atoms,num_rings,fsp3,mol_no_salt
Drug 6049,C[C@@H]1CNC(=O)N1c1ncc([N+](=O)[O-])s1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546C7A50>,228.233,0.9694,5,1,88.37,2,8,15,2,0.42857142857142855,<rdkit.Chem.rdchem.Mol object at 0x000001775E25EF90>
Drug 6052,O=CNc1ccc(Oc2ccc(Cl)cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546C7B70>,247.681,3.7006000000000023,2,1,38.33,4,4,17,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F030>
Drug 6054,O=[N+]([O-])c1c(O)c(Cl)cc(Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546C7C30>,242.445,3.2605999999999993,3,1,63.370000000000005,1,7,13,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F090>
Drug 6056,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546C7CF0>,291.265,3.2711000000000023,6,0,70.83,7,8,18,1,0.4,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F0F0>
Drug 6058,CN(CCCC(=O)c1cccnc1)N=O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546C7DB0>,207.233,1.6577,4,0,62.63,6,5,15,1,0.4,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F150>
Drug 6060,Cc1cc(=O)oc2ccc3c(c12)C1(C)OOC1(C)O3,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546C7E70>,260.24499999999995,2.3870200000000006,5,0,57.900000000000006,0,5,19,4,0.35714285714285715,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F1B0>
Drug 6061,C(=NC1CCCCC1)=NC1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546C7ED0>,206.33299999999997,3.825700000000003,2,0,24.72,2,2,15,2,0.9230769230769231,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F210>
Drug 6063,O=[N+]([O-])c1cccc2c1ncc1cnc3ccccc3c12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546C7F90>,275.26700000000005,3.844400000000001,4,0,68.92,1,5,21,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F270>
Drug 6064,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA030>,217.31199999999998,3.692700000000002,2,1,21.259999999999998,2,2,16,2,0.42857142857142855,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F2D0>
Drug 6066,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA0F0>,308.3810000000001,3.7878000000000025,2,0,40.620000000000005,5,4,23,3,0.2631578947368421,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F330>
Drug 6067,Nc1ccc(-c2ccc(N)c(Br)c2)cc1Br,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA150>,342.034,4.043000000000001,2,2,52.04,1,4,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F390>
Drug 6068,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA1B0>,206.28499999999997,3.073200000000001,1,1,37.3,4,2,15,1,0.46153846153846156,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F3F0>
Drug 6070,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA270>,284.098,4.693900000000002,3,0,52.370000000000005,3,6,18,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F450>
Drug 6072,c1ccc2c([C@@H]3CO3)c3ccccc3cc2c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA330>,220.27100000000002,4.064300000000002,1,0,12.53,1,1,17,4,0.125,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F4B0>
Drug 6074,c1ccc(Nc2ccc3ccccc3c2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA3F0>,219.287,4.583400000000002,1,1,12.03,2,1,17,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F510>
Drug 6075,Cc1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA450>,299.37399999999997,3.2014200000000024,5,2,68.42,7,5,22,2,0.29411764705882354,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F570>
Drug 6077,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA510>,288.38699999999994,2.5800000000000005,3,3,60.69,0,3,21,4,0.6666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F5D0>
Drug 6081,CCCCON(OC(C)=O)C(=O)c1ccc(Cl)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA690>,285.727,2.9920000000000018,4,0,55.84,5,6,19,1,0.38461538461538464,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F630>
Drug 6082,CCCCC(CC)COC(=O)c1ccc(C(=O)O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA6F0>,278.34799999999996,3.7580000000000027,3,1,63.60000000000001,8,4,20,1,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F690>
Drug 6085,CN=C1C=CC(=C(c2ccc(NC)cc2)c2ccc(N(C)C)cc2)C=C1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA810>,343.47400000000005,4.793000000000004,3,1,27.630000000000003,4,3,26,3,0.17391304347826086,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F6F0>
Drug 6086,CN(C)CCNC(=O)c1cccc2c(O)c3ccccc3nc12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA870>,309.3690000000001,2.385,4,2,65.46000000000001,4,5,23,3,0.2222222222222222,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F750>
Drug 6088,Cc1cn2c([N+](=O)[O-])c(-c3ccc([N+](=O)[O-])cc3)nc2s1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BA930>,304.28700000000003,3.187620000000001,7,0,103.58,3,9,21,3,0.08333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F7B0>
Drug 6091,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BAA50>,414.41000000000025,2.4092000000000002,8,1,92.68,4,8,30,5,0.4090909090909091,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F810>
Drug 6093,COc1ccc(C(=O)/C=C/c2ccccc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BAB10>,238.28600000000003,3.591300000000002,2,0,26.3,4,2,18,2,0.0625,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F870>
Drug 6094,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BAB70>,343.21700000000004,4.233520000000002,4,0,43.07,1,6,23,4,0.11764705882352941,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F8D0>
Drug 6098,Cc1ccc2c(c1)C(C)C1C(=Nc3ccc(C)cc31)N2C,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BACF0>,276.38300000000004,4.684140000000005,2,0,15.6,0,2,21,4,0.3157894736842105,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F930>
Drug 6099,CC/C=C/C=C/C=C/C=C/C=C/OCC(O)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BAD50>,296.40999999999997,4.885100000000006,2,1,29.46,9,2,22,1,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F990>
Drug 6100,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BADB0>,402.4840000000002,3.0984000000000016,8,0,105.2,15,8,28,0,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001775E25F9F0>
Drug 6102,O=S1(=O)c2cccc3ccc4c5ccccc5cc1c4c23,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BAE70>,290.3430000000001,4.2924000000000015,2,0,34.14,0,3,21,5,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FA50>
Drug 6103,O=Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BAED0>,375.38000000000005,3.845100000000003,5,0,72.91,6,6,28,3,0.045454545454545456,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FAB0>
Drug 6104,CC1(C)CC2=C(C=O)C3(C=O)CC3(C)C(O)C2(O)C1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BAF30>,264.321,1.0028,4,2,74.60000000000001,2,4,19,3,0.7333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FB10>
Drug 6105,O=[N+]([O-])c1cccc(Br)c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BAF90>,202.00699999999998,2.3573000000000004,2,0,43.14,1,4,10,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FB70>
Drug 6106,Cc1cc(-c2cc3c(cc2F)n2c(=O)n(O)c(=O)cc2n3C2CC2)cc(C)n1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9030>,380.37900000000013,2.806040000000001,7,1,81.53,2,8,28,5,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FBD0>
Drug 6113,CN(Cc1ccccc1)C(=O)CBr,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B92D0>,242.11599999999993,2.0399000000000003,1,0,20.310000000000002,3,3,13,1,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FC30>
Drug 6116,O=CN(O)c1ccc(-c2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B93F0>,213.23600000000002,2.7056000000000013,2,1,40.540000000000006,3,3,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FC90>
Drug 6118,CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1ccc([N+](=O)[O-])cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B94B0>,337.3350000000001,4.003400000000003,5,1,97.59,5,7,25,3,0.1111111111111111,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FCF0>
Drug 6119,CC(=O)OC1COC(Nc2ccc(C(=O)O)cc2)C(OC(C)=O)C1OC(C)=O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9510>,395.3640000000002,0.9480999999999995,9,2,137.46,6,10,28,2,0.4444444444444444,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FD50>
Drug 6122,Cc1cccc2nc3c(ccc4ccccc43)cc12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9630>,243.30900000000003,4.849620000000003,1,0,12.89,0,1,19,4,0.05555555555555555,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FDB0>
Drug 6124,O=[N+]([O-])C(Br)(Br)Br,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B96F0>,297.728,2.0591,2,0,43.14,0,6,7,0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FE10>
Drug 6125,OCC1OC(n2cnc3c2ncn2ccnc32)CC1O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9750>,275.26800000000003,-0.28030000000000016,8,2,97.7,2,8,20,4,0.4166666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FE70>
Drug 6126,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B97B0>,286.324,1.2582,6,0,71.06,11,6,20,0,0.5714285714285714,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FED0>
Drug 6128,O=S(=O)(Nc1cccc(Cl)c1)c1cccc2cccnc12,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9870>,318.785,3.689000000000002,3,1,59.06,3,6,21,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FF30>
Drug 6132,CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B99F0>,250.24999999999994,1.721,4,2,83.83000000000001,1,5,18,2,0.38461538461538464,<rdkit.Chem.rdchem.Mol object at 0x000001775E25FF90>
Drug 6133,CCCCCCCCCC/C=C/[C@H]1CC(=O)OC1=O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9A50>,266.381,4.163100000000004,3,0,43.370000000000005,10,3,19,1,0.75,<rdkit.Chem.rdchem.Mol object at 0x000001775E260030>
Drug 6135,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@@H]4C[C@@H]([C@@H]5O[C@H]45)[C@H]3[C@@]1(Cl)C2(Cl)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9B10>,380.913,4.481400000000002,1,0,12.53,0,7,19,5,0.8333333333333334,<rdkit.Chem.rdchem.Mol object at 0x000001775E260090>
Drug 6136,CNc1ccc2nc(C)c(C)nc2c1C,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9B70>,201.273,2.5967600000000006,3,1,37.81,1,3,15,2,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E2600F0>
Drug 6137,COC(=O)c1oc(NO)c(-c2ccccc2)c1-c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9BD0>,309.321,4.2013000000000025,5,2,71.7,4,5,23,3,0.05555555555555555,<rdkit.Chem.rdchem.Mol object at 0x000001775E260150>
Drug 6138,OC1c2cccc3ccc4c5ccccc5cc1c4c23,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9C30>,256.304,4.541300000000003,1,1,20.23,0,1,20,5,0.05263157894736842,<rdkit.Chem.rdchem.Mol object at 0x000001775E2601B0>
Drug 6139,COC(=O)c1oc(N)c(Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9C90>,210.01600000000002,1.9551999999999998,4,1,65.46,1,6,12,1,0.16666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E260210>
Drug 6142,O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9DB0>,263.278,-0.22780000000000045,4,3,87.30000000000001,2,7,18,2,0.09090909090909091,<rdkit.Chem.rdchem.Mol object at 0x000001775E260270>
Drug 6143,CCCNc1c([N+](=O)[O-])ccc(Cl)c1C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B9E10>,258.661,2.768300000000001,4,2,92.47000000000001,5,7,17,1,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E2602D0>
Drug 6148,O=CNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8030>,249.251,2.2866,5,1,85.13,4,7,17,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E260330>
Drug 6154,CCCCCN1C2c3ccccc3-c3ccccc3C21,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8270>,263.384,4.955200000000004,1,0,3.01,4,1,20,4,0.3684210526315789,<rdkit.Chem.rdchem.Mol object at 0x000001775E260390>
Drug 6157,COC1=CC(=O)c2[nH]c(C)c3c4ccccc4nc-3c2C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8390>,292.29400000000004,2.8854200000000017,4,1,72.05000000000001,1,5,22,4,0.11764705882352941,<rdkit.Chem.rdchem.Mol object at 0x000001775E2603F0>
Drug 6158,O=[N+]([O-])C1=Cc2ccc3ccc4cccc5cc1c2c3c45,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B83F0>,271.27500000000003,4.672200000000002,2,0,43.14,1,3,21,5,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E260450>
Drug 6159,O=S(=O)(NO)c1cccc2cccnc12,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8450>,224.241,0.9022999999999999,4,2,79.29,2,6,15,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2604B0>
Drug 6160,COc1c2c(cc3oc4c(CCC(C)(C)O)ccc(O)c4c(=O)c13)O[C@@H]1OC=C[C@@H]21,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B84B0>,410.42200000000014,3.709900000000002,7,2,98.36000000000001,4,7,30,5,0.34782608695652173,<rdkit.Chem.rdchem.Mol object at 0x000001775E260510>
Drug 6161,Nc1ccc2c(c1N)C(=O)c1ccccc1C2=O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8510>,238.246,1.6264,4,2,86.18,0,4,18,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E260570>
Drug 6163,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B85D0>,327.12300000000005,3.859500000000001,4,2,92.47,3,8,21,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2605D0>
Drug 6164,OCC1OC(n2cnc3c2ncn2ccnc32)C(O)C1O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8630>,291.26700000000005,-1.3095000000000003,9,3,117.93,2,9,21,4,0.4166666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E260630>
Drug 6169,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@H]12,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8810>,444.4400000000002,-0.21439999999999837,9,6,181.61999999999998,2,10,32,4,0.4090909090909091,<rdkit.Chem.rdchem.Mol object at 0x000001775E260690>
Drug 6171,CC(=O)Nc1cccc2c1-c1ccccc1C2,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B88D0>,223.27499999999998,3.2162000000000015,1,1,29.1,1,2,17,3,0.13333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E2606F0>
Drug 6173,COc1ccc(N(CCCl)CCCl)c2oc([N+](=O)[O-])cc12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8990>,333.17100000000005,3.633600000000002,5,0,68.75,7,8,21,2,0.38461538461538464,<rdkit.Chem.rdchem.Mol object at 0x000001775E260750>
Drug 6174,CC(=O)Nc1ccc(Oc2ccc(NO)cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B89F0>,258.277,3.2384000000000004,4,3,70.59,4,5,19,2,0.07142857142857142,<rdkit.Chem.rdchem.Mol object at 0x000001775E2607B0>
Drug 6175,CCN(CC)C(=S)SC1OC(CO)C(O)C(O)C1O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8A50>,311.425,-0.8538000000000001,7,4,93.39000000000001,4,8,19,1,0.9090909090909091,<rdkit.Chem.rdchem.Mol object at 0x000001775E260810>
Drug 6178,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8B70>,300.74500000000006,3.3712000000000018,2,0,40.620000000000005,1,5,21,3,0.125,<rdkit.Chem.rdchem.Mol object at 0x000001775E260870>
Drug 6181,CC(C)NCC(O)COc1cccc2c1OCC(O)C2,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8C90>,281.35200000000003,0.7200999999999997,5,3,70.95,6,5,20,2,0.6,<rdkit.Chem.rdchem.Mol object at 0x000001775E2608D0>
Drug 6182,Nc1ccn([C@@H]2CC[C@H](CO)O2)c(=O)n1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8CF0>,211.22099999999998,-0.5046000000000002,6,2,90.36999999999999,2,6,15,2,0.5555555555555556,<rdkit.Chem.rdchem.Mol object at 0x000001775E260930>
Drug 6183,Clc1cccc(-c2nc3ccccc3o2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8D50>,229.666,4.148200000000003,2,0,26.03,1,3,16,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E260990>
Drug 6189,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B8F90>,247.54999999999998,2.0645999999999995,6,0,129.42000000000002,3,10,16,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2609F0>
Drug 6194,Nc1cccc2c1C(=O)c1ccccc1C2=O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B51B0>,223.231,2.0442,3,1,60.160000000000004,0,3,17,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E260A50>
Drug 6195,O=C(/N=c1\sn(C(=O)c2ccccc2[N+](=O)[O-])c2ccc([N+](=O)[O-])cc12)c1ccccc1[N+](=O)[O-],1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B5210>,493.41300000000024,3.857000000000003,10,0,180.85,5,14,35,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E260AB0>
Drug 6199,COc1ccc(N=Nc2ccc(N(C)C)cc2)cn1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B5390>,256.309,3.571600000000002,5,0,50.080000000000005,4,5,19,2,0.21428571428571427,<rdkit.Chem.rdchem.Mol object at 0x000001775E260B10>
Drug 6200,O=c1oc2cccc3ccc4cccc1c4c32,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B53F0>,220.22699999999998,3.5372000000000012,2,0,30.21,0,2,17,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E260B70>
Drug 6202,O=[N+]([O-])c1ccc(I)c([N+](=O)[O-])c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B54B0>,294.004,2.1076,4,0,86.28,2,7,13,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E260BD0>
Drug 6203,Nc1nc2c(s1)CCc1ncccc1-2,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B5510>,203.27,1.8859,4,1,51.8,0,4,14,3,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E260C30>
Drug 6206,O=[N+]([O-])c1cc([N+](=O)[O-])c2[nH]c3cnc([N+](=O)[O-])cc3c2c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B5630>,303.19000000000005,2.4406999999999996,7,1,158.1,3,11,22,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E260C90>
Drug 6210,CCCCCCCCCCCC(=O)NCCO,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B57B0>,243.39099999999996,3.015800000000001,2,2,49.33,12,3,17,0,0.9285714285714286,<rdkit.Chem.rdchem.Mol object at 0x000001775E260CF0>
Drug 6213,CNc1ccc(N=Nc2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B58D0>,211.26800000000006,4.143700000000002,3,1,36.75,3,3,16,2,0.07692307692307693,<rdkit.Chem.rdchem.Mol object at 0x000001775E260D50>
Drug 6216,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B59F0>,236.13599999999997,-1.0622000000000003,8,0,123.20000000000002,4,10,16,2,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E260DB0>
Drug 6217,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B5A50>,430.54500000000036,2.7733000000000008,5,2,95.94000000000001,9,7,31,3,0.625,<rdkit.Chem.rdchem.Mol object at 0x000001775E260E10>
Drug 6220,O=C1C(Cl)=C(Cl)C(=O)C1(Cl)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B5B70>,233.865,2.0012999999999996,2,0,34.14,0,6,11,1,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E260E70>
Drug 6222,CN(C)c1ccc(/C=C/c2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B5C30>,223.319,3.9230000000000027,1,0,3.24,3,1,17,2,0.125,<rdkit.Chem.rdchem.Mol object at 0x000001775E260ED0>
Drug 6224,Cc1cc(Cl)ccc1O[C@H](C)C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B5CF0>,214.648,2.5003199999999994,2,1,46.53,3,4,14,1,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E260F30>
Drug 6226,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B5DB0>,324.4020000000001,2.2098000000000004,4,2,92.34,4,7,22,2,0.4666666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E260F90>
Drug 6229,O=[N+]([O-])c1ccc(-c2nc(NCCO)c3ccccc3n2)s1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B5ED0>,316.34200000000004,2.670700000000001,7,2,101.18,5,8,22,3,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E261030>
Drug 6230,Cc1ccc(NN=NCc2ccc([N+](=O)[O-])cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B5F30>,270.29200000000003,3.882520000000002,4,1,79.89,5,6,20,2,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E261090>
Drug 6232,Nc1ccc(/C=C/c2ccc(Cl)cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7030>,229.71,4.092600000000003,1,1,26.02,2,2,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2610F0>
Drug 6233,c1ccc(Nc2cccc3ccccc23)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7090>,219.287,4.583400000000003,1,1,12.03,2,1,17,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E261150>
Drug 6235,c1ccc2c(OCC3CO3)cccc2c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7150>,200.237,2.617400000000001,2,0,21.759999999999998,3,2,15,3,0.23076923076923078,<rdkit.Chem.rdchem.Mol object at 0x000001775E2611B0>
Drug 6236,Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B71B0>,342.37600000000015,4.515920000000003,5,2,99.32000000000001,3,7,24,3,0.058823529411764705,<rdkit.Chem.rdchem.Mol object at 0x000001775E261210>
Drug 6237,O=C1NC2(CCCCC2)C(=O)N1CCN1CC1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7210>,237.30299999999997,0.5567,3,1,52.42,3,5,17,3,0.8333333333333334,<rdkit.Chem.rdchem.Mol object at 0x000001775E261270>
Drug 6238,OC1c2ccc3ncccc3c2C2OC2C1O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7270>,229.235,1.0826,4,2,65.88000000000001,0,4,17,4,0.3076923076923077,<rdkit.Chem.rdchem.Mol object at 0x000001775E2612D0>
